"id","iv.Group","iv.set","iv.order","startdate","submitdate","valid.row","experiment.count","lastpage","Consent","Tutorial","Experience","notation.experience","Total.Time","Concent.Time","Tutorial.Time","Survey.Time","Gender","Age","Degree","Role.count","Role.R1","Role.R2","Role.R3","Role.R4","Role.R5","Role.R6","Role.R7","Role.R8","Role.R9","Role.R10","Role.other","Bias.count","Bias.B1","Bias.B2","Bias.B3","Bias.B4","Bias.B5","Bias.B6","Bias.B7","Bias.B8","Bias.B9","Bias.B10","Bias.other","IT","Work","Training","Notation.count","Notation.None","Notation.BPMN","Notation.EPC","Notation.UMLAD","Notation.UML","Notation.CMMN","Notation.other","A.perceived","A.Correct","A.Time","A.Efficacy","A.Efficiency","iv.A.model","iv.A.name","iv.A.CC","iv.A.CL","iv.A.CS","iv.A.CAS","iv.A.CS.SC","iv.A.CS.SS","iv.A.CS.SDS","iv.A.CS.SPF","iv.A.CS.DI","iv.A.CS.PT","iv.A.CS.PDT","iv.A.CS.PE","iv.A.CS.PM","iv.A.CS.OC","iv.A.CAS.DCP","iv.A.CAS.DEP","iv.A.CAS.DAC","iv.A.CAS.DC","iv.A.CAS.DE","iv.A.CAS.DMA","iv.A.CAS.DRN","iv.A.CAS.DR","iv.A.CAS.SE","iv.A.CAS.SX","iv.A.CAS.MH","iv.A.CAS.MP","iv.A.CAS.MC","iv.A.CAS.MHB","iv.A.CAS.MT","B.perceived","B.Correct","B.Time","B.Efficacy","B.Efficiency","iv.B.model","iv.B.name","iv.B.CC","iv.B.CL","iv.B.CS","iv.B.CAS","iv.B.CS.SC","iv.B.CS.SS","iv.B.CS.SDS","iv.B.CS.SPF","iv.B.CS.DI","iv.B.CS.PT","iv.B.CS.PDT","iv.B.CS.PE","iv.B.CS.PM","iv.B.CS.OC","iv.B.CAS.DCP","iv.B.CAS.DEP","iv.B.CAS.DAC","iv.B.CAS.DC","iv.B.CAS.DE","iv.B.CAS.DMA","iv.B.CAS.DRN","iv.B.CAS.DR","iv.B.CAS.SE","iv.B.CAS.SX","iv.B.CAS.MH","iv.B.CAS.MP","iv.B.CAS.MC","iv.B.CAS.MHB","iv.B.CAS.MT","C.Compare","iv.C.obs","iv.C.calc","iv.C.CC","iv.C.order3.CC","iv.C.order15.CC","iv.C.CL","iv.C.order3.CL","iv.C.order15.CL","iv.C.CS","iv.C.order3.CS","iv.C.order15.CS","iv.C.CAS","iv.C.order3.CAS","iv.C.order15.CAS","Weights.count","Weights.CasePlan","Weights.Stage","Weights.DStage","Weights.PlanFrag","Weights.CFileItem","Weights.Task","Weights.DTask","Weights.NBHTask","Weights.ProcTask","Weights.CaseTask","Weights.CaseTasknim","Weights.BHTask","Weights.Event","Weights.UserEvent","Weights.TimerEvent","Weights.Milestone","Weights.Connector","Weights.HumanIcon","Weights.CPlanningT","Weights.EPlanningT","Weights.AComplete","Weights.Collapsed","Weights.Expanded","Weights.ManualA","Weights.Repetition","Weights.Required","Weights.EntryCritWC","Weights.EntryCrit","Weights.ExitCritWC","Weights.ExitCrit","Weights.EntryCritAND","Weights.EntryCritOR","Weights.ExitCritAND","Weights.ExitCritOR","Charity","Charity.other"
293,24,13,2,"2016-07-09 08:25:22","2016-07-09 08:45:07",1,5,8,1,1,,1,1188.84,40.34,452.76,695.74,"M",41,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,16,0,0,1,1,,,,,,,1,2.5,408.76,0.5,0.00611605832273217,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,1,2.75,114.04,0.55,0.0241143458435637,4,"m4b",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,5,"m5vs4","m5vs4",4.43,"A>B","m5>m4",5,"A=B","m5=m4",2.78,"A>B","m5>m4",7.22,"A<B","m5<m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,25,15,1,"2016-07-09 09:04:27",,,,2,1,,,1,13.41,7.48,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m5vs6","m6vs5",3.86,"A>B","m6>m5",5,"A=B","m6=m5",8.56,"A<B","m6<m5",1.44,"A>B","m6>m5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,0,,,"2016-07-09 17:43:04",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,27,9,2,"2016-07-09 17:46:00","2016-07-09 17:50:04",,1,8,1,1,,1,237.62,38.05,66.98,132.59,"F",71,2,1,,,1,,,,,,,,,1,,,,,,,,,,1,,0,0,0,1,1,,,,,,,,,17.32,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,4.05,,,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,1,"m6vs2","m6vs2",1.95,"A>B","m6>m2",6.33,"A<B","m6<m2",4.56,"A=B","m6=m2",5.44,"A=B","m6=m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,28,12,2,"2016-07-09 20:31:39","2016-07-09 22:45:47",1,5,8,1,1,,1,8049.07,94.83,7169.77,784.469999999999,"M",20,2,1,,,,,,,,,1,,,1,,,,,,,,,,1,,0,0,0,1,1,,,,,,,5,4,208.35,0.8,0.0191984641228702,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,3,5,213.46,1,0.0234235922421062,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,6,"m6vs3","m6vs3",2.43,"A>B","m6>m3",6.33,"A<B","m6<m3",7.22,"A<B","m6<m3",2.78,"A>B","m6>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3",
298,29,14,2,"2016-07-09 21:51:38",,1,5,7,1,1,,2,7243.42,785.89,4488.44,1969.09,"F",55,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,0,5,0,1,1,,,,,,,3,3,562.83,0.6,0.005330206278983,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,3,4.75,495.96,0.95,0.00957738527300589,4,"m4b",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,3,"m6vs4","m6vs4",3.29,"A>B","m6>m4",5,"A=B","m6=m4",6.33,"A<B","m6<m4",3.67,"A>B","m6>m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,1,1,"2016-07-10 02:21:01",,,,2,1,,,1,276.48,146.81,,129.67,"F",58,3,1,,,,,,,,,,,"System engineer",1,,,,,,,,,,1,,33,0,0,1,1,,,,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m1vs2","m2vs1",4.05,"A>B","m2>m1",1,"A>B","m2>m1",8.56,"A<B","m2<m1",1.44,"A>B","m2>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2,2,1,"2016-07-10 05:18:54",,,,2,1,,,4,126.81,9.59,,117.22,"F",55,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,0,4,0,1,,,,1,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m1vs3","m3vs1",3.57,"A>B","m3>m1",1,"A>B","m3>m1",5.89,"A<B","m3<m1",4.11,"A>B","m3>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,0,,,"2016-07-10 08:43:15",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,4,4,1,"2016-07-10 20:17:00","2016-07-10 20:32:53",1,6,8,1,2,1,4,954.9,97.25,0,857.65,"M",48,2,1,,,,,,,,,,1,,1,,,,,,,,,,1,,25,1,0,2,,,,1,1,,,4,1,154.55,0.2,0.00647039792947266,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,4,0,221.01,0,0,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,3,"m1vs5","m5vs1",2.14,"A>B","m5>m1",2.33,"A>B","m5>m1",4.56,"A=B","m5=m1",5.44,"A=B","m5=m1",9,,3,,,1,3,3,,,2,,,,,,,1,1,,,,,,,,,,,,1,,,4,,"A1",
304,5,5,1,"2016-07-10 21:12:47","2016-07-10 21:37:55",1,6,8,1,1,,4,1511.46,6.79,13.91,1490.76,"F",55,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,0,5,0,1,,,,1,,,,3,4,402.03,0.8,0.00994950625575206,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,3,4,212.83,0.8,0.0187943429027863,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,6,"m1vs6","m6vs1",1,"A>B","m6>m1",2.33,"A>B","m6>m1",8.11,"A<B","m6<m1",1.89,"A>B","m6>m1",12,2,,3,,,4,4,4,,,,,4,,,,,4,4,,,,,2,,,3,,3,2,,,,,"A1",
305,0,,,"2016-07-11 06:09:09",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,7,6,1,"2016-07-11 11:33:21",,,,2,1,,,1,132.8,27.79,31.56,73.45,"M",30,4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m2vs3","m3vs2",4.52,"A=B","m3=m2",5,"A=B","m3=m2",2.33,"A>B","m3>m2",7.67,"A<B","m3<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,8,7,1,"2016-07-11 14:36:18","2016-07-11 16:27:32",1,5,8,1,1,,2,6677.96,129.95,5057.71,1490.3,"M",56,3,1,,,,,,,,,,1,,1,,,,,,,,,,1,,35,3,,,,,,,,,,3,2,555.79,0.4,0.00359848144083197,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,3,3,609,0.6,0.00492610837438424,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,5,"m2vs4","m4vs2",3.67,"A>B","m4>m2",6.33,"A<B","m4<m2",3.22,"A>B","m4>m2",6.78,"A<B","m4<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,9,8,1,"2016-07-11 14:36:50","2016-07-25 16:31:54",1,5,8,1,1,,6,827.39,19.3,219.86,588.23,"F",29,3,2,,,,,,1,,,,1,,2,,,1,,1,,,,,,,8,5,0,3,,1,,1,,1,,2,2,174.93,0.4,0.011433144686446,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,2,1,106.3,0.2,0.00940733772342427,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,8,"m2vs5","m5vs2",3.1,"A>B","m5>m2",6.33,"A<B","m5<m2",1,"A>B","m5>m2",9,"A<B","m5<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
309,10,9,1,"2016-07-11 18:25:09","2016-07-11 21:18:45",1,5,8,1,1,,6,9994.14,24.23,9239.49,730.42,"M",53,3,1,,1,,,,,,,,,,3,,1,,1,,1,,,,,,31,28,3,3,,1,,1,,1,,4,4,276.27,0.8,0.0144785897853549,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,5,5,187.92,1,0.0266070668369519,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,7,"m2vs6","m6vs2",1.95,"A>B","m6>m2",6.33,"A<B","m6<m2",4.56,"A=B","m6=m2",5.44,"A=B","m6=m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,11,2,2,"2016-07-11 20:26:07","2016-07-12 02:48:13",1,3,8,1,1,,2,22697.6,18421.2,3866.11,410.289999999997,,,5,1,,,,,,,,,,,"Past advisor of clients on process technology",1,,,,,,,,,,1,,30,1,4,1,1,,,,,,,,,7.1,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,6,2.25,129.05,0.45,0.0174351026733824,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,1,"m3vs1","m3vs1",3.57,"A>B","m3>m1",1,"A>B","m3>m1",5.89,"A<B","m3<m1",4.11,"A>B","m3>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
311,0,,,"2016-07-11 20:33:14",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,0,,,"2016-07-11 20:53:35",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,0,,,"2016-07-11 22:43:37",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,15,12,1,"2016-07-12 02:45:39",,,,2,1,,,4,239.47,53.61,,185.86,"M",55,4,1,,,,,,,,,,1,,3,1,1,,1,,,,,,,,20,20,12,2,,1,,,1,,,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m3vs6","m6vs3",2.43,"A>B","m6>m3",6.33,"A<B","m6<m3",7.22,"A<B","m6<m3",2.78,"A>B","m6>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,17,7,2,"2016-07-12 07:27:59","2016-07-12 08:36:36",1,5,8,1,1,,2,1138.57,6.4,16.08,1116.09,"M",33,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,9,4,0,1,1,,,,,,,6,4.75,266.27,0.95,0.0178390355654035,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,6,4,211.07,0.8,0.0189510588904155,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,6,"m4vs2","m4vs2",3.67,"A>B","m4>m2",6.33,"A<B","m4<m2",3.22,"A>B","m4>m2",6.78,"A<B","m4<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A3",
317,18,10,2,"2016-07-12 12:43:32","2016-07-12 14:17:23",1,6,8,1,1,,4,5633.55,309.26,3878.13,1446.16,"M",52,,1,,,,,,,,,,,"business consultant",1,,,,,,,,,,1,,20,4,6,1,,1,,,,,,2,2,244.23,0.4,0.00818900217008557,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,3,3.75,176.59,0.75,0.0212356305566567,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,3,"m4vs3","m4vs3",4.14,"A>B","m4>m3",6.33,"A<B","m4<m3",5.89,"A<B","m4<m3",4.11,"A>B","m4>m3",13,,,2,7,2,,,,2,,,,,2,,2,,,7,,,,2,,,2,,,7,2,,6,,2,"A4",
318,19,13,1,"2016-07-12 13:30:55",,,,1,1,,,1,13.81,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,"m4vs5","m5vs4",4.43,"A>B","m5>m4",5,"A=B","m5=m4",2.78,"A>B","m5>m4",7.22,"A<B","m5<m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,20,14,1,"2016-07-12 16:45:58",,,,2,1,,,4,88.48,6.68,,81.8,"M",33,4,1,,,,,,,,,,,"Dir. Product Strategy",1,,,,,1,,,,,,,10,10,50,1,,1,,,,,,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m4vs6","m6vs4",3.29,"A>B","m6>m4",5,"A=B","m6=m4",6.33,"A<B","m6<m4",3.67,"A>B","m6>m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,0,,,"2016-07-12 16:46:47",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,0,,,"2016-07-12 18:57:01",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,23,11,2,"2016-07-12 23:12:11","2016-07-13 02:10:37",1,6,8,1,1,,6,10707.7,63,9946,698.700000000001,"M",46,4,1,,,,,,,1,,,,,3,1,,,1,1,,,,,,,23,20,2,5,,1,,1,1,1,"IDEF",2,3,205.96,0.6,0.0145659351330355,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,3,2.75,197.41,0.55,0.0139303986626817,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,3,"m5vs3","m5vs3",3.57,"A>B","m5>m3",6.33,"A<B","m5<m3",3.67,"A>B","m5>m3",6.33,"A<B","m5<m3",10,1,,,,,2,,5,,,,,,,4,,,4,5,,,,7,6,,,,3,,,,,3,,"A2",
323,24,13,2,"2016-07-12 23:16:08",,,,4,1,1,,4,217.21,8.68,119.12,89.41,"M",61,5,1,,,,,,,,,,,"life long student of technologies",1,,,,,,,,,,1,,40,5,1,1,,1,,,,,,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,,,,,4,"m4b",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,"m5vs4","m5vs4",4.43,"A>B","m5>m4",5,"A=B","m5=m4",2.78,"A>B","m5>m4",7.22,"A<B","m5<m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,0,,,"2016-07-13 00:09:08",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,26,5,2,"2016-07-13 04:45:16","2016-07-13 07:30:54",1,5,8,1,1,,6,8488.36,61.15,144.11,8283.1,"M",40,5,1,,,,,,,,,,1,,2,,,,1,,1,,,,,,15,5,1,3,,1,,1,,1,,3,4,6985.17,0.8,0.000572641753887164,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,3,5,416.13,1,0.0120154759330017,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,4,"m6vs1","m6vs1",1,"A>B","m6>m1",2.33,"A>B","m6>m1",8.11,"A<B","m6<m1",1.89,"A>B","m6>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",
326,27,9,2,"2016-07-13 05:17:44",,,,2,1,,,6,87.18,10.49,,76.69,"M",40,5,1,,,,,,,,,,1,,2,,,,1,,1,,,,,,15,5,1,3,,1,,1,,1,,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,,,,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m6vs2","m6vs2",1.95,"A>B","m6>m2",6.33,"A<B","m6<m2",4.56,"A=B","m6=m2",5.44,"A=B","m6=m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,28,12,2,"2016-07-13 06:56:28",,,1,5,1,1,,4,582.35,26.82,115.54,439.99,"M",36,1,1,,,,,,,,,,,"QA",1,,,,,,,,,,1,,10,7,,1,,,,1,,,,,0,255.08,0,0,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,,,,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m6vs3","m6vs3",2.43,"A>B","m6>m3",6.33,"A<B","m6<m3",7.22,"A<B","m6<m3",2.78,"A>B","m6>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,29,14,2,"2016-07-13 07:23:53","2016-07-13 08:25:27",1,5,8,1,1,,4,3630.88,239.47,370.77,3020.64,"M",38,3,2,,,,,,1,,,,1,,2,,,,1,,1,,,,,,15,10,1,1,,1,,,,,,3,5,1389.73,1,0.0035978211595058,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,3,4,563.56,0.8,0.0070977358222727,4,"m4b",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,6,"m6vs4","m6vs4",3.29,"A>B","m6>m4",5,"A=B","m6=m4",6.33,"A<B","m6<m4",3.67,"A>B","m6>m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",
329,30,15,2,"2016-07-13 07:44:05",,,,2,1,,,1,27.52,13.41,,14.11,"M",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,,,,5,"m5b",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,"m6vs5","m6vs5",3.86,"A>B","m6>m5",5,"A=B","m6=m5",8.56,"A<B","m6<m5",1.44,"A>B","m6>m5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1,1,1,"2016-07-13 07:58:27",,,,2,1,,,1,12.4,5.78,,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m1vs2","m2vs1",4.05,"A>B","m2>m1",1,"A>B","m2>m1",8.56,"A<B","m2<m1",1.44,"A>B","m2>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2,2,1,"2016-07-13 08:24:48",,,,3,1,1,,6,249.03,53.71,16.03,179.29,"F",36,4,1,,,,,,,,,,1,,1,,,,1,,,,,,,,11,1,1,1,,,,,,1,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m1vs3","m3vs1",3.57,"A>B","m3>m1",1,"A>B","m3>m1",5.89,"A<B","m3<m1",4.11,"A>B","m3>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
